nombre,urls
Act 4: Chapter 18: 《Rock Cliff of Dragon Head》,https://novel-bin.net/novel-bin/disciple-of-immortal-nov358258486/act-4-chapter-18-rock-cliff-of-dragon-head
Act 4: Chapter 19: Mitsuru's Ability,https://novel-bin.net/novel-bin/disciple-of-immortal-nov358258486/act-4-chapter-19-mitsurus-ability
Act 4: Chapter 22: 《Dragon's Jaw》,https://novel-bin.net/novel-bin/disciple-of-immortal-nov358258486/act-4-chapter-22-dragons-jaw
Act 4: Chapter 23: The Threat of The 2nd Trial,https://novel-bin.net/novel-bin/disciple-of-immortal-nov358258486/act-4-chapter-23-the-threat-of-the-2nd-trial
"Act 4: Chapter 24: The Evil Spirit Dwells in The Deepest Part, Red Violence",https://novel-bin.net/novel-bin/disciple-of-immortal-nov358258486/act-4-chapter-24-the-evil-spirit-dwells-in-the-deepest-part-red-violence
Act 4: Chapter 26: Report to Raigan,https://novel-bin.net/novel-bin/disciple-of-immortal-nov358258486/act-4-chapter-26-report-to-raigan
Act 4: Chapter 28: The Last Trial,https://novel-bin.net/novel-bin/disciple-of-immortal-nov358258486/act-4-chapter-28-the-last-trial
"Act 4: Chapter 29: Redo, Mitsuru's Return",https://novel-bin.net/novel-bin/disciple-of-immortal-nov358258486/act-4-chapter-29-redo-mitsurus-return
"Act 4: Chapter 30: Three Great Dragon Saint, Zuul",https://novel-bin.net/novel-bin/disciple-of-immortal-nov358258486/act-4-chapter-30-three-great-dragon-saint-zuul
Act 4: Chapter 31: Deadly Ambush,https://novel-bin.net/novel-bin/disciple-of-immortal-nov358258486/act-4-chapter-31-deadly-ambush
Act 4: Chapter 33: End of Trial,https://novel-bin.net/novel-bin/disciple-of-immortal-nov358258486/act-4-chapter-33-end-of-trial
Act 4: Chapter 34: 《Fraus the Evil Claws》,https://novel-bin.net/novel-bin/disciple-of-immortal-nov358258486/act-4-chapter-34-fraus-the-evil-claws
